Period,Minutes,Seconds,playerId,playerName,typeId,outcome,x,y,xGOT,xG,Game,Date,Team,Type,Opposition,Season,Competition,Player
Second Half,62,11,zhi0x6muc1kkd28cvoxlqtih,K. Makgalwa,15,1,76.5,51.0,0.0,0.1128991097211837,Royal AM vs Sekhukhune United - 2:0,2024-10-26,Sekhukhune United,Saved,Royal AM,2024/25,Premier Soccer League,Keletso Makgalwa
Second Half,70,14,dsmybbvb108jyh685a91ykijt,R. Baartman,13,1,89.5,56.6,0.0,0.0187110658735036,Royal AM vs Sekhukhune United - 2:0,2024-10-26,Sekhukhune United,Miss,Royal AM,2024/25,Premier Soccer League,Ryan Baartman
Second Half,76,8,1h7svgxlzbp2cy45wavujmlex,S. Mbule,15,1,91.8,45.0,0.0,0.0545805729925632,Royal AM vs Sekhukhune United - 2:0,2024-10-26,Sekhukhune United,Saved,Royal AM,2024/25,Premier Soccer League,Sipho Mbule
Second Half,78,25,7aavlwqvacyzjxw6pwhtkix9l,M. Sera,15,1,88.2,47.0,0.0,0.0635455101728439,Royal AM vs Sekhukhune United - 2:0,2024-10-26,Royal AM,Saved,Sekhukhune United,2024/25,Premier Soccer League,Motebang Sera
Second Half,79,3,egt5gbd4ndllxle6msg7epyqc,P. Sithebe,15,1,92.0,66.0,0.0,0.0079976245760917,Royal AM vs Sekhukhune United - 2:0,2024-10-26,Royal AM,Saved,Sekhukhune United,2024/25,Premier Soccer League,Philani Sithebe
Second Half,87,59,36qkm8fc9tf0y9fl21477r8d0,S. Mbhele,15,1,80.8,67.7,0.0,0.0368064530193805,Royal AM vs Sekhukhune United - 2:0,2024-10-26,Royal AM,Saved,Sekhukhune United,2024/25,Premier Soccer League,Sisanda Mbhele
Second Half,93,25,cticjwbywaji7ga75bxothces,T. Yamba,13,1,87.8,47.6,0.0,0.0405721254646778,Royal AM vs Sekhukhune United - 2:0,2024-10-26,Sekhukhune United,Miss,Royal AM,2024/25,Premier Soccer League,Trésor Yamba
Second Half,94,26,3jzkh6sung7ufyujcev9gu7mc,T. Letsema,13,1,89.9,67.3,0.0,0.0359988324344158,Royal AM vs Sekhukhune United - 2:0,2024-10-26,Sekhukhune United,Miss,Royal AM,2024/25,Premier Soccer League,Teboho Letsema
Second Half,95,37,36qkm8fc9tf0y9fl21477r8d0,S. Mbhele,13,1,80.2,78.8,0.0,0.035184808075428,Royal AM vs Sekhukhune United - 2:0,2024-10-26,Royal AM,Miss,Sekhukhune United,2024/25,Premier Soccer League,Sisanda Mbhele
First Half,13,32,c2cc2phdwd8qx16jjkxe947op,S. Seabi,13,1,90.8,45.6,0.0,0.06150708720088,Royal AM vs Polokwane City - 0:1,2024-10-30,Polokwane City,Miss,Royal AM,2024/25,Premier Soccer League,Sammy Seabi
First Half,22,47,a3ybfxw1tpryr9mwnr794eh3o,H. Chauke,15,1,92.1,47.9,0.6400008797645569,0.5292164087295532,Royal AM vs Polokwane City - 0:1,2024-10-30,Polokwane City,Saved,Royal AM,2024/25,Premier Soccer League,Hlayisi Chauke
First Half,25,45,59bwh9di31npfk3hhalnnm51w,A. Maxwele,15,1,89.0,65.0,0.0,0.0406824648380279,Royal AM vs Polokwane City - 0:1,2024-10-30,Royal AM,Saved,Polokwane City,2024/25,Premier Soccer League,Ayabulela Maxwele
First Half,31,24,ag7fbgdd5b56dov0j4bj44xxx,T. Matlaba,15,1,71.6,67.3,0.2300940752029419,0.0278345420956611,Royal AM vs Polokwane City - 0:1,2024-10-30,Royal AM,Saved,Polokwane City,2024/25,Premier Soccer League,Thabo Matlaba
First Half,35,4,bgus835fleaiz07n3m8icaiy2,O. Appollis,13,1,74.9,64.0,0.0,0.0211472157388925,Royal AM vs Polokwane City - 0:1,2024-10-30,Polokwane City,Miss,Royal AM,2024/25,Premier Soccer League,Oswin Appollis
First Half,37,8,bgus835fleaiz07n3m8icaiy2,O. Appollis,15,1,75.1,56.4,0.0,0.0256887692958116,Royal AM vs Polokwane City - 0:1,2024-10-30,Polokwane City,Saved,Royal AM,2024/25,Premier Soccer League,Oswin Appollis
Second Half,58,19,8sa9w7t61zuj8472ntrwl5yvp,K. Mahlasela,13,1,77.1,48.1,0.0,0.0358684584498405,Royal AM vs Polokwane City - 0:1,2024-10-30,Royal AM,Miss,Polokwane City,2024/25,Premier Soccer League,Kabelo Mahlasela
Second Half,61,2,6bruucs13w97ahl91ptmrue50,B. Dlamini,13,1,87.5,40.9,0.0,0.1744435131549835,Royal AM vs Polokwane City - 0:1,2024-10-30,Polokwane City,Miss,Royal AM,2024/25,Premier Soccer League,Bonginkosi Dlamini
Second Half,63,15,bgus835fleaiz07n3m8icaiy2,O. Appollis,13,1,75.8,59.3,0.0,0.0411416105926036,Royal AM vs Polokwane City - 0:1,2024-10-30,Polokwane City,Miss,Royal AM,2024/25,Premier Soccer League,Oswin Appollis
Second Half,64,11,bgus835fleaiz07n3m8icaiy2,O. Appollis,15,1,69.1,56.6,0.0416976474225521,0.0168165322393178,Royal AM vs Polokwane City - 0:1,2024-10-30,Polokwane City,Saved,Royal AM,2024/25,Premier Soccer League,Oswin Appollis
Second Half,65,23,22gshx5kej5xxmztafpq5kpg,T. Letshedi,13,1,82.1,25.0,0.0,0.020763449370861,Royal AM vs Polokwane City - 0:1,2024-10-30,Polokwane City,Miss,Royal AM,2024/25,Premier Soccer League,Thato Letshedi
Second Half,67,13,bgus835fleaiz07n3m8icaiy2,O. Appollis,15,1,87.5,46.8,0.0,0.0871680155396461,Royal AM vs Polokwane City - 0:1,2024-10-30,Polokwane City,Saved,Royal AM,2024/25,Premier Soccer League,Oswin Appollis
Second Half,67,28,a3ybfxw1tpryr9mwnr794eh3o,H. Chauke,13,1,87.2,42.3,0.0,0.018063485622406,Royal AM vs Polokwane City - 0:1,2024-10-30,Polokwane City,Miss,Royal AM,2024/25,Premier Soccer League,Hlayisi Chauke
Second Half,67,38,a3ybfxw1tpryr9mwnr794eh3o,H. Chauke,13,1,86.5,65.7,0.0,0.0248769149184227,Royal AM vs Polokwane City - 0:1,2024-10-30,Polokwane City,Miss,Royal AM,2024/25,Premier Soccer League,Hlayisi Chauke
Second Half,70,18,egt5gbd4ndllxle6msg7epyqc,P. Sithebe,13,1,77.8,42.7,0.0,0.1222444400191307,Royal AM vs Polokwane City - 0:1,2024-10-30,Royal AM,Miss,Polokwane City,2024/25,Premier Soccer League,Philani Sithebe
Second Half,72,52,czg2kuophevris5rswgel28t0,S. Zulu,13,1,86.2,53.9,0.0,0.0209727510809898,Royal AM vs Polokwane City - 0:1,2024-10-30,Royal AM,Miss,Polokwane City,2024/25,Premier Soccer League,Sbangani Zulu
Second Half,75,31,a3ybfxw1tpryr9mwnr794eh3o,H. Chauke,15,1,93.1,55.8,0.6303290724754333,0.2401378899812698,Royal AM vs Polokwane City - 0:1,2024-10-30,Polokwane City,Saved,Royal AM,2024/25,Premier Soccer League,Hlayisi Chauke
Second Half,75,38,6bruucs13w97ahl91ptmrue50,B. Dlamini,16,1,97.1,52.8,0.9922490119934082,0.923171877861023,Royal AM vs Polokwane City - 0:1,2024-10-30,Polokwane City,Goal,Royal AM,2024/25,Premier Soccer League,Bonginkosi Dlamini
Second Half,75,37,6bruucs13w97ahl91ptmrue50,B. Dlamini,15,1,95.5,49.3,0.5719978213310242,0.7660821080207825,Royal AM vs Polokwane City - 0:1,2024-10-30,Polokwane City,Saved,Royal AM,2024/25,Premier Soccer League,Bonginkosi Dlamini
Second Half,87,27,b59b9o6ialq2e1ikih77fcvmc,S. Cele,15,1,88.5,50.0,0.6637471318244934,0.7884,Royal AM vs Polokwane City - 0:1,2024-10-30,Royal AM,Saved,Polokwane City,2024/25,Premier Soccer League,Hopewell Cele
Second Half,92,25,ag7fbgdd5b56dov0j4bj44xxx,T. Matlaba,13,1,81.6,44.6,0.0,0.0406396873295307,Royal AM vs Polokwane City - 0:1,2024-10-30,Royal AM,Miss,Polokwane City,2024/25,Premier Soccer League,Thabo Matlaba
First Half,2,54,8rtsw3587ihz6klkirz20etqs,B. Dlamini,13,1,90.5,50.7,0.0,0.0604579821228981,Royal AM vs Golden Arrows - 2:3,2024-11-26,Royal AM,Miss,Golden Arrows,2024/25,Premier Soccer League,Bandile Dlamini
First Half,2,55,67h3xydfwy6m0sfcmug0cuei1,S. Magaqa,16,1,96.5,51.3,0.7836951613426208,0.3272992968559265,Royal AM vs Golden Arrows - 2:3,2024-11-26,Royal AM,Goal,Golden Arrows,2024/25,Premier Soccer League,Sibusiso Magaqa
First Half,4,30,b3h5y7e1u2ru97szfl69tk1cl,B. Theron,13,1,75.6,36.0,0.0,0.0276272092014551,Royal AM vs Golden Arrows - 2:3,2024-11-26,Golden Arrows,Miss,Royal AM,2024/25,Premier Soccer League,Brandon Theron
First Half,10,38,aaq76r4bh8ttkanfbkf4go25l,V. Ndwandwe,15,1,87.5,55.7,0.3902243077754974,0.2594539523124695,Royal AM vs Golden Arrows - 2:3,2024-11-26,Golden Arrows,Saved,Royal AM,2024/25,Premier Soccer League,Velemseni Ndwandwe
First Half,18,52,czg2kuophevris5rswgel28t0,S. Zulu,13,1,89.9,52.8,0.0,0.0575967505574226,Royal AM vs Golden Arrows - 2:3,2024-11-26,Royal AM,Miss,Golden Arrows,2024/25,Premier Soccer League,Sbangani Zulu
First Half,25,37,aaq76r4bh8ttkanfbkf4go25l,V. Ndwandwe,15,1,87.1,34.4,0.1342835873365402,0.0283573996275663,Royal AM vs Golden Arrows - 2:3,2024-11-26,Golden Arrows,Saved,Royal AM,2024/25,Premier Soccer League,Velemseni Ndwandwe
First Half,36,13,bpsmj7mk0aeowf32jm35m16qy,N. Dlamini,15,1,80.5,48.7,0.1498782336711883,0.0350985899567604,Royal AM vs Golden Arrows - 2:3,2024-11-26,Golden Arrows,Saved,Royal AM,2024/25,Premier Soccer League,Nqobeko Dlamini
First Half,45,6,3bvvxnm1x612y4ehagzho6gpg,M. Libamba,15,1,80.9,33.6,0.0231084115803241,0.0390503481030464,Royal AM vs Golden Arrows - 2:3,2024-11-26,Golden Arrows,Saved,Royal AM,2024/25,Premier Soccer League,Wisdom Libamba
First Half,46,19,7aavlwqvacyzjxw6pwhtkix9l,M. Sera,15,1,91.4,50.9,0.1980525404214859,0.1742013394832611,Royal AM vs Golden Arrows - 2:3,2024-11-26,Royal AM,Saved,Golden Arrows,2024/25,Premier Soccer League,Motebang Sera
Second Half,46,5,7aavlwqvacyzjxw6pwhtkix9l,M. Sera,13,1,88.7,44.2,0.0,0.0615795031189918,Royal AM vs Golden Arrows - 2:3,2024-11-26,Royal AM,Miss,Golden Arrows,2024/25,Premier Soccer League,Motebang Sera
Second Half,48,57,3bvvxnm1x612y4ehagzho6gpg,M. Libamba,15,1,86.2,38.7,0.0,0.0440565310418605,Royal AM vs Golden Arrows - 2:3,2024-11-26,Golden Arrows,Saved,Royal AM,2024/25,Premier Soccer League,Wisdom Libamba
Second Half,49,31,ofjwonxr2qbe6o1kkdq662y2,A. Van Rooi,13,1,78.7,30.7,0.0,0.0102308224886655,Royal AM vs Golden Arrows - 2:3,2024-11-26,Golden Arrows,Miss,Royal AM,2024/25,Premier Soccer League,Angelo Van Rooi
Second Half,55,37,3ew70292t6el1ehxjxz4b6zmd,N. Sibiya,15,1,85.0,38.3,0.0,0.0655572339892387,Royal AM vs Golden Arrows - 2:3,2024-11-26,Golden Arrows,Saved,Royal AM,2024/25,Premier Soccer League,Nduduzo Sibiya
Second Half,56,2,aaq76r4bh8ttkanfbkf4go25l,V. Ndwandwe,15,1,89.9,45.4,0.7908800840377808,0.0703731998801231,Royal AM vs Golden Arrows - 2:3,2024-11-26,Golden Arrows,Saved,Royal AM,2024/25,Premier Soccer League,Velemseni Ndwandwe
Second Half,59,43,37r07jogk9ui7qw8ww6rcvecq,O. Ncube,13,1,74.9,61.3,0.0,0.01612214371562,Royal AM vs Golden Arrows - 2:3,2024-11-26,Golden Arrows,Miss,Royal AM,2024/25,Premier Soccer League,Olwethu Ncube
Second Half,66,23,7aavlwqvacyzjxw6pwhtkix9l,M. Sera,15,1,89.6,49.9,0.0754550173878669,0.0410791598260402,Royal AM vs Golden Arrows - 2:3,2024-11-26,Royal AM,Saved,Golden Arrows,2024/25,Premier Soccer League,Motebang Sera
Second Half,67,56,20fpksf5ea9og68fppq7s3nmy,B. Mchunu,13,1,76.2,81.6,0.0,0.0261975973844528,Royal AM vs Golden Arrows - 2:3,2024-11-26,Golden Arrows,Miss,Royal AM,2024/25,Premier Soccer League,Blessing Mchunu
Second Half,68,37,egt5gbd4ndllxle6msg7epyqc,P. Sithebe,13,1,75.6,50.5,0.0,0.0923863425850868,Royal AM vs Golden Arrows - 2:3,2024-11-26,Royal AM,Miss,Golden Arrows,2024/25,Premier Soccer League,Philani Sithebe
Second Half,69,51,37r07jogk9ui7qw8ww6rcvecq,O. Ncube,15,1,81.6,50.1,0.0,0.0276386011391878,Royal AM vs Golden Arrows - 2:3,2024-11-26,Golden Arrows,Saved,Royal AM,2024/25,Premier Soccer League,Olwethu Ncube
Second Half,71,56,a88fz27cv83j638vg05jyiaqd,R. Moon,16,1,88.5,50.0,0.7707703113555908,0.7884,Royal AM vs Golden Arrows - 2:3,2024-11-26,Golden Arrows,Goal,Royal AM,2024/25,Premier Soccer League,Ryan Moon
Second Half,73,7,a88fz27cv83j638vg05jyiaqd,R. Moon,16,1,95.5,50.3,0.7809336185455322,0.5670709609985352,Royal AM vs Golden Arrows - 2:3,2024-11-26,Golden Arrows,Goal,Royal AM,2024/25,Premier Soccer League,Ryan Moon
Second Half,75,51,8rtsw3587ihz6klkirz20etqs,B. Dlamini,13,1,96.1,59.3,0.0,0.1307902187108993,Royal AM vs Golden Arrows - 2:3,2024-11-26,Royal AM,Miss,Golden Arrows,2024/25,Premier Soccer League,Bandile Dlamini
Second Half,81,37,8sa9w7t61zuj8472ntrwl5yvp,K. Mahlasela,15,1,92.0,39.5,0.1178317591547966,0.0929329469799995,Royal AM vs Golden Arrows - 2:3,2024-11-26,Royal AM,Saved,Golden Arrows,2024/25,Premier Soccer League,Kabelo Mahlasela
Second Half,82,19,cr41zcpjhsddfyfws66bl9c0k,A. Jiyane,13,1,92.1,54.4,0.0,0.1298159211874008,Royal AM vs Golden Arrows - 2:3,2024-11-26,Royal AM,Miss,Golden Arrows,2024/25,Premier Soccer League,Ayanda Jiyane
Second Half,84,22,ag7fbgdd5b56dov0j4bj44xxx,T. Matlaba,16,1,88.5,50.0,0.9570489525794984,0.7884,Royal AM vs Golden Arrows - 2:3,2024-11-26,Royal AM,Goal,Golden Arrows,2024/25,Premier Soccer League,Thabo Matlaba
Second Half,85,38,aaq76r4bh8ttkanfbkf4go25l,V. Ndwandwe,15,1,90.3,42.5,0.0,0.1974869668483734,Royal AM vs Golden Arrows - 2:3,2024-11-26,Golden Arrows,Saved,Royal AM,2024/25,Premier Soccer League,Velemseni Ndwandwe
Second Half,85,39,37r07jogk9ui7qw8ww6rcvecq,O. Ncube,15,1,95.5,53.0,0.4663693606853485,0.2351226955652237,Royal AM vs Golden Arrows - 2:3,2024-11-26,Golden Arrows,Saved,Royal AM,2024/25,Premier Soccer League,Olwethu Ncube
Second Half,85,42,9fyw9t5j0mysjl8utws2l54ut,M. Masuku,15,1,95.2,47.1,0.0,0.5077064633369446,Royal AM vs Golden Arrows - 2:3,2024-11-26,Golden Arrows,Saved,Royal AM,2024/25,Premier Soccer League,Menzi Masuku
Second Half,85,49,5u16ilxbxuubkh8tihjbdil79,Z. Ngcobo,16,1,1.3,52.2,0.0,0.0,Royal AM vs Golden Arrows - 2:3,2024-11-26,Royal AM,Goal,Golden Arrows,2024/25,Premier Soccer League,Zakahle Ngcobo
Second Half,87,58,egt5gbd4ndllxle6msg7epyqc,P. Sithebe,15,1,85.2,50.3,0.0672691166400909,0.1383501291275024,Royal AM vs Golden Arrows - 2:3,2024-11-26,Royal AM,Saved,Golden Arrows,2024/25,Premier Soccer League,Philani Sithebe
Second Half,88,45,egt5gbd4ndllxle6msg7epyqc,P. Sithebe,13,1,80.6,80.8,0.0,0.0092948302626609,Royal AM vs Golden Arrows - 2:3,2024-11-26,Royal AM,Miss,Golden Arrows,2024/25,Premier Soccer League,Philani Sithebe
Second Half,94,36,cr41zcpjhsddfyfws66bl9c0k,A. Jiyane,15,1,85.5,58.5,0.0,0.0810330808162689,Royal AM vs Golden Arrows - 2:3,2024-11-26,Royal AM,Saved,Golden Arrows,2024/25,Premier Soccer League,Ayanda Jiyane
First Half,1,36,bg4hsu2fgm24or8c1e1cmn5nu,B. Cross,15,1,79.1,61.5,0.0,0.0504100397229194,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Kaizer Chiefs,Saved,Royal AM,2024/25,Premier Soccer League,Bradley Cross
First Half,4,41,3mvi2hoz2ffa1250juf9lo9ux,A. Du Preez,16,1,80.2,54.4,0.2129465341567993,0.2784042358398437,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Kaizer Chiefs,Goal,Royal AM,2024/25,Premier Soccer League,Ashley Du Preez
First Half,8,33,7hnpuqp7qtemai3497k0rxl91,G. Sirino,15,1,78.8,72.0,0.0105810016393661,0.0193553287535905,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Kaizer Chiefs,Saved,Royal AM,2024/25,Premier Soccer League,Gastón Sirino
First Half,11,24,654mnq722zc0zq0npslf3tg5w,M. Shabalala,13,1,89.5,68.1,0.0,0.0600225403904914,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Kaizer Chiefs,Miss,Royal AM,2024/25,Premier Soccer League,Mduduzi Shabalala
First Half,12,43,c35dqpgxpgcsksos3smw2hr84,W. Duba,16,1,92.0,42.5,0.424525111913681,0.3448173105716705,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Kaizer Chiefs,Goal,Royal AM,2024/25,Premier Soccer League,Wandile Duba
First Half,15,59,654mnq722zc0zq0npslf3tg5w,M. Shabalala,15,1,85.6,53.2,0.0887990668416023,0.109473131597042,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Kaizer Chiefs,Saved,Royal AM,2024/25,Premier Soccer League,Mduduzi Shabalala
First Half,17,23,3mvi2hoz2ffa1250juf9lo9ux,A. Du Preez,15,1,84.3,27.2,0.0,0.0425983518362045,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Kaizer Chiefs,Saved,Royal AM,2024/25,Premier Soccer League,Ashley Du Preez
First Half,20,55,8rtsw3587ihz6klkirz20etqs,B. Dlamini,13,1,83.7,54.0,0.0,0.0958197638392448,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Royal AM,Miss,Kaizer Chiefs,2024/25,Premier Soccer League,Bandile Dlamini
First Half,24,16,cli1lhlpw2fz5bwoq37us0y5l,S. George,13,1,75.4,62.6,0.0,0.0242456700652837,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Royal AM,Miss,Kaizer Chiefs,2024/25,Premier Soccer League,Sedwyn George
First Half,26,4,3mvi2hoz2ffa1250juf9lo9ux,A. Du Preez,14,1,81.2,51.0,0.0,0.0669532939791679,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Kaizer Chiefs,Post,Royal AM,2024/25,Premier Soccer League,Ashley Du Preez
First Half,26,38,3mvi2hoz2ffa1250juf9lo9ux,A. Du Preez,15,1,86.8,49.3,0.0,0.1721874475479126,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Kaizer Chiefs,Saved,Royal AM,2024/25,Premier Soccer League,Ashley Du Preez
First Half,27,35,8rtsw3587ihz6klkirz20etqs,B. Dlamini,15,1,87.5,53.4,0.1819125264883041,0.0899458304047584,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Royal AM,Saved,Kaizer Chiefs,2024/25,Premier Soccer League,Bandile Dlamini
First Half,30,1,c35dqpgxpgcsksos3smw2hr84,W. Duba,15,1,72.1,41.7,0.0,0.0203795321285724,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Kaizer Chiefs,Saved,Royal AM,2024/25,Premier Soccer League,Wandile Duba
First Half,36,5,7hnpuqp7qtemai3497k0rxl91,G. Sirino,15,1,92.1,65.2,0.0116696627810597,0.0168302785605192,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Kaizer Chiefs,Saved,Royal AM,2024/25,Premier Soccer League,Gastón Sirino
First Half,39,45,8sa9w7t61zuj8472ntrwl5yvp,K. Mahlasela,13,1,83.6,72.0,0.0,0.0427625440061092,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Royal AM,Miss,Kaizer Chiefs,2024/25,Premier Soccer League,Kabelo Mahlasela
First Half,44,2,femn1t98rrea56260yhe2mll,Y. Maart,13,1,90.9,41.3,0.0,0.5805124640464783,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Kaizer Chiefs,Miss,Royal AM,2024/25,Premier Soccer League,Yusuf Maart
First Half,46,47,7661mdds8e10hcctvujz4e978,S. Sithole,15,1,85.5,73.8,0.0826712101697921,0.0257960241287946,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Royal AM,Saved,Kaizer Chiefs,2024/25,Premier Soccer League,Sabelo Sithole
First Half,47,25,74ssqljmjj3otp47x5kt8c1yh,J. Dlamini,13,1,75.2,54.0,0.0,0.0172275211662054,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Royal AM,Miss,Kaizer Chiefs,2024/25,Premier Soccer League,Jeffrey Dlamini
Second Half,46,26,7hnpuqp7qtemai3497k0rxl91,G. Sirino,13,1,72.9,45.4,0.0,0.0274935793131589,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Kaizer Chiefs,Miss,Royal AM,2024/25,Premier Soccer League,Gastón Sirino
Second Half,50,28,59bwh9di31npfk3hhalnnm51w,A. Maxwele,16,1,73.7,65.0,0.3445999026298523,0.0521967113018035,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Royal AM,Goal,Kaizer Chiefs,2024/25,Premier Soccer League,Ayabulela Maxwele
Second Half,59,1,3mvi2hoz2ffa1250juf9lo9ux,A. Du Preez,15,1,85.3,64.4,0.5812393426895142,0.0770307257771492,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Kaizer Chiefs,Saved,Royal AM,2024/25,Premier Soccer League,Ashley Du Preez
Second Half,61,30,8sa9w7t61zuj8472ntrwl5yvp,K. Mahlasela,13,1,87.0,64.8,0.0,0.0726801455020904,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Royal AM,Miss,Kaizer Chiefs,2024/25,Premier Soccer League,Kabelo Mahlasela
Second Half,62,40,7661mdds8e10hcctvujz4e978,S. Sithole,13,1,84.7,70.5,0.0,0.0310381222516298,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Royal AM,Miss,Kaizer Chiefs,2024/25,Premier Soccer League,Sabelo Sithole
Second Half,69,41,3shnebdid9inl4hz60uelhvdg,M. Vilakazi,15,1,85.3,37.8,0.1235171183943748,0.0638847947120666,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Kaizer Chiefs,Saved,Royal AM,2024/25,Premier Soccer League,Mfundo Vilakazi
Second Half,75,30,5msfkgcn1lip71ytlhhuvhwk4,S. Mthethwa,13,1,72.2,51.7,0.0,0.0227499157190322,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Kaizer Chiefs,Miss,Royal AM,2024/25,Premier Soccer League,Sibongiseni Mthethwa
Second Half,80,35,b1einqmodvkf9tt6e1hyaiiy2,M. Thikazi,13,1,81.8,64.2,0.0,0.086760438978672,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Royal AM,Miss,Kaizer Chiefs,2024/25,Premier Soccer League,Mfundo Thikazi
Second Half,85,55,ag7fbgdd5b56dov0j4bj44xxx,T. Matlaba,13,1,85.5,79.7,0.0,0.0109627824276685,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Royal AM,Miss,Kaizer Chiefs,2024/25,Premier Soccer League,Thabo Matlaba
Second Half,87,18,femn1t98rrea56260yhe2mll,Y. Maart,15,1,86.7,61.2,0.3890814185142517,0.1164614483714103,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Kaizer Chiefs,Saved,Royal AM,2024/25,Premier Soccer League,Yusuf Maart
Second Half,88,57,7gqcxgxjz2bwgh9zr465kg19m,L. Mashiane,16,1,89.5,38.0,0.3265722095966339,0.4563721716403961,Kaizer Chiefs vs Royal AM - 2:2,2024-11-30,Royal AM,Goal,Kaizer Chiefs,2024/25,Premier Soccer League,Levy Mashiane
First Half,3,46,f1nb863hxkluu48egkjqi9016,R. Hanamub,15,1,87.4,68.5,0.0526897422969341,0.0309518929570913,AmaZulu FC vs Royal AM - 2:1,2024-12-13,AmaZulu FC,Saved,Royal AM,2024/25,Premier Soccer League,Riaan Hanamub
First Half,8,37,72lkpdcco8w8zayztvn7xv3vu,R. Human,15,1,90.1,63.3,0.0,0.0744,AmaZulu FC vs Royal AM - 2:1,2024-12-13,AmaZulu FC,Saved,Royal AM,2024/25,Premier Soccer League,Rowan Human
First Half,13,59,7661mdds8e10hcctvujz4e978,S. Sithole,13,1,91.1,53.2,0.0,0.1609631329774856,AmaZulu FC vs Royal AM - 2:1,2024-12-13,Royal AM,Miss,AmaZulu FC,2024/25,Premier Soccer League,Sabelo Sithole
First Half,14,37,czg2kuophevris5rswgel28t0,S. Zulu,13,1,92.1,45.8,0.0,0.0709607154130935,AmaZulu FC vs Royal AM - 2:1,2024-12-13,Royal AM,Miss,AmaZulu FC,2024/25,Premier Soccer League,Sbangani Zulu
First Half,18,23,2uhbfw8bnp171e44sefp7c8ru,M. Mbanjwa,15,1,94.3,31.5,0.0869869962334632,0.0348260216414928,AmaZulu FC vs Royal AM - 2:1,2024-12-13,AmaZulu FC,Saved,Royal AM,2024/25,Premier Soccer League,Mondli Mbanjwa
First Half,28,12,74ssqljmjj3otp47x5kt8c1yh,J. Dlamini,13,1,73.5,38.7,0.0,0.0235918629914522,AmaZulu FC vs Royal AM - 2:1,2024-12-13,Royal AM,Miss,AmaZulu FC,2024/25,Premier Soccer League,Jeffrey Dlamini
First Half,28,47,72lkpdcco8w8zayztvn7xv3vu,R. Human,13,1,84.1,55.8,0.0,0.0893304124474525,AmaZulu FC vs Royal AM - 2:1,2024-12-13,AmaZulu FC,Miss,Royal AM,2024/25,Premier Soccer League,Rowan Human
First Half,30,59,315d3i044rg1y9r4ctewu0e8k,E. Ighodaro,15,1,84.8,47.8,0.0,0.140306606888771,AmaZulu FC vs Royal AM - 2:1,2024-12-13,AmaZulu FC,Saved,Royal AM,2024/25,Premier Soccer League,Etiosa Ighodaro
First Half,31,4,dzpxvs0ynknygmv1t9zl7q4lx,H. Ekstein,15,1,96.7,54.8,0.0,0.3614058792591095,AmaZulu FC vs Royal AM - 2:1,2024-12-13,AmaZulu FC,Saved,Royal AM,2024/25,Premier Soccer League,Hendrick Ekstein
First Half,33,25,315d3i044rg1y9r4ctewu0e8k,E. Ighodaro,15,1,87.5,32.7,0.3168371021747589,0.079568825662136,AmaZulu FC vs Royal AM - 2:1,2024-12-13,AmaZulu FC,Saved,Royal AM,2024/25,Premier Soccer League,Etiosa Ighodaro
First Half,36,15,dzpxvs0ynknygmv1t9zl7q4lx,H. Ekstein,16,1,75.2,33.3,0.9200626015663148,0.2207905352115631,AmaZulu FC vs Royal AM - 2:1,2024-12-13,AmaZulu FC,Goal,Royal AM,2024/25,Premier Soccer League,Hendrick Ekstein
First Half,39,52,59bwh9di31npfk3hhalnnm51w,A. Maxwele,13,1,81.2,36.4,0.0,0.105867862701416,AmaZulu FC vs Royal AM - 2:1,2024-12-13,Royal AM,Miss,AmaZulu FC,2024/25,Premier Soccer League,Ayabulela Maxwele
